doc_id,text,
1667,Ebru Gündeş'in yalı davasında ilginç savunma: Nasıl olsa imar affı çıkacak... https://t.co/TXBI1BBC9R https://t.co/62dvAxoVHO,
1668,Sultan Abdülhamid’in polisiyeleri kitaplaşıyor https://t.co/FzVkDggKfK https://t.co/rXj56QlTZG,
1669,Takasbank yönetmeliğinde değişiklik https://t.co/rHRtumNpNB https://t.co/e4kB5WSNzM,
1670,"Çin'de eski siyasetçiye yolsuzluktan ömür boyu hapis: Pişmanım, temyize gitmeyeceğim... https://t.co/LxCKtY18Ox https://t.co/CfQImk0EgL",
1671,RT @HaberturkLive: CHP Lideri Kemal Kılıçdaroğlu grup toplantısında konuşuyor https://t.co/9UMg3RwNCn,
1672,"Alman yapımı Mercedes gitti, yerine yüzde yüz Rus üretimi 'Kortej' geldi. İşte Putin'in yeni limuzini... https://t.co/CmruIDs4v3",
1673,2012'de çocuk cinayetini çözmüştü... KKTC'de bu işi bir tek o yapıyor! https://t.co/mzNfQcbMve https://t.co/JnJdEGSZgZ,
1674,Ailesi 3 yıldır onu arıyordu... Lüks apartmanın damında bulundu! https://t.co/dIGR80wH6y https://t.co/6pCjw6smiJ,
1675,"Shakira, dünya turnesi programına Türkiye'yi de ekledi https://t.co/lsm4SWUoK8 https://t.co/YhvZ3MwVDX",
1676,Kayıp çocuklardan sonra muhtarlarına ağlıyorlar... Cumhurbaşkanı'na mektup gönderildi... https://t.co/IJlOhrlOqj https://t.co/QYvaoNC1lE,
1677,Gümüşhane'nin Torul ilçesinde Zigana etekleri... Yemyeşil tabiat ve tarihi yayla evleri... Mükemmel manzara... Anlatmaya gerek yok... Neden anlatalım ki görüyorsunuz... (Foto: Veysel Kara - AA) https://t.co/jFDAEPx9PT,
1678,YSK'dan 24 Haziran ihalesi... Oy pusulası nasıl olacak? https://t.co/w2DYbbhS6i https://t.co/15cJi4yIri,
1679,Doktorlar şoke oldu! Beyni yıllardır burnundan akıyormuş... https://t.co/x9XfT5tWvW https://t.co/NzjeiHfMov,
1680,"Erdoğan, CHP'ye yüklendi: Bir aslı var, bir de kukla... https://t.co/PHjthS5MZn https://t.co/VOgxtSeQHO",
1681,Met Gala 2018'in kırmızı halısında şıklık yarışı https://t.co/M6CKaCTCFy https://t.co/pOPJHlU27J,
1682,Gözyaşları sel oldu! Gökdeniz Karadeniz veda etti https://t.co/ZeQwmS8exG https://t.co/6IxKIX1N2R,
1683,"Muharrem İnce, Anıtkabir'i ziyaret etti https://t.co/yLOQDoQNpA https://t.co/pnuLESqmjZ",
1684,"Fatih Altaylı yazdı: Parayı verin, adını silin https://t.co/9WVhh9Skr9 https://t.co/dsmktz6NXk",
1685,"Fransa'da ayet tartışması...
Cumhurbaşkanı Erdoğan: Sizin ne denli aşağılık olduğunuzu biliyoruz. Biz sizin kutsallarınıza aynı dille saldırmayacağız https://t.co/KOdKsVEFgq",
1686,Eski belediye başkanına 15 yıla kadar hapis istemi https://t.co/FpezzG7ufR https://t.co/FX8RH0h2RN,
1687,Adana'da hareketli dakikalar... Cono aşireti üyeleri birbirine girdi! https://t.co/9fyk5l60ZX https://t.co/URQ0Ddklfm,
1688,80 yıllık fuhuş çetesi çökertildi! Gürcü kadın dolaptan çıktı... https://t.co/FVuO6gcs17 https://t.co/gpNmjZ6Crs,
1689,"Bilecik'te büyük keşif! Altın varaklı zümrüt, yakut süslemeli... https://t.co/Xzx1S2nPv0 https://t.co/UENfhTBudF",
1690,Sahibi terk etti! 2 buçuk yıldır kapıda onu bekliyor https://t.co/CzJho1bpcv https://t.co/UjIZdHWnyI,
1691,https://t.co/kGpiMYJGFd,
1692,Mehmet Aydın eşinden boşanmak için bunu da yapmış! https://t.co/GwLsaCDd67 https://t.co/Eus1itDykX,
1693,Beyin ölümü gerçekleşti... Fişi çekilmek üzereyken hayata döndü! https://t.co/68UloUW4YS https://t.co/b6rNZTeTmp,
1694,Madde bağımlılığına karşı yeni önlemler: Riskli okullar izlenecek... https://t.co/L8JoJbtwow https://t.co/BRClj25PhZ,
1695,İran'la imzalanan nükleer anlaşmanın akıbeti saat 21.00'de belli olacak. Bu anlaşma ne zaman ve nasıl imzalanmıştı. İşte o günden bugüne yaşananlar https://t.co/CYnXx07A5d,
1696,Tutankamon'un mezarında 'gizli oda' bulunamadı! https://t.co/Bi47GZaRhn https://t.co/k7Yy6GIflj,
1697,"İsrail Başbakanı Netanyahu'nun yemek masasına koyduğu 'ayakkabı', Japonya Başbakanı'nı kızdırdı https://t.co/9SAClWLD1K",
1698,Hawaii'de yanardağ alarmı! 2 yeni lav çatlağı oluştu... https://t.co/itFV9mVq5t https://t.co/JTPKgQOmTY,
1699,Çim biçme makinesi yarışında kıyasıya rekabet https://t.co/B7XuexDPZd,
1700,İsrail önce İran'ı ardından Suriye'yi tehdit etti. Savaşa neden olsa bile... https://t.co/gxetHzO5Lh,
1701,İki inatçı sürücü otoyol gişesine sıkıştı...O anlar kamerada... https://t.co/SxFdgBolUX,
1702,Instagram 'hikayeler' için beklenen özellik geliyor! https://t.co/vcTEjbE0GJ https://t.co/6bbwxTr7sT,
1703,Bu fotoğrafa tepki yağdı! https://t.co/Px6vzMSC64 https://t.co/dyoWNvEql7,
1704,Ebru Gündeş'in yalı davasında ilginç savunma: Nasıl olsa imar affı çıkacak... https://t.co/TXBI1BBC9R https://t.co/OflMj9WJvS,
1705,Sultan Abdülhamid’in polisiyeleri kitaplaşıyor https://t.co/FzVkDggKfK https://t.co/EX86Ckrfy6,
1706,Takasbank yönetmeliğinde değişiklik https://t.co/rHRtumNpNB https://t.co/i3pxdq7qMc,
1707,"Çin'de eski siyasetçiye yolsuzluktan ömür boyu hapis: Pişmanım, temyize gitmeyeceğim... https://t.co/LxCKtY18Ox https://t.co/hZbFNpVAbE",
1708,2012'de çocuk cinayetini çözmüştü... KKTC'de bu işi bir tek o yapıyor! https://t.co/mzNfQcbMve https://t.co/u9iJLUDLUE,
1709,Ailesi 3 yıldır onu arıyordu... Lüks apartmanın damında bulundu! https://t.co/dIGR80wH6y https://t.co/quSi9KKQU0,
1710,"Shakira, dünya turnesi programına Türkiye'yi de ekledi https://t.co/lsm4SWUoK8 https://t.co/bb2fs5Z0VZ",
1711,"5. Altın Palmiye Ödülleri sahiplerini buldu...
Habertürk TV Genel Müdürü @VeyisAtes, binlerce kişinin oylarıyla yılın en iyi televizyoncusu ödülünü aldı https://t.co/Op2naWXe09",
1712,Kayıp çocuklardan sonra muhtarlarına ağlıyorlar... Cumhurbaşkanı'na mektup gönderildi... https://t.co/IJlOhrlOqj https://t.co/MX7l5wrWgc,
1713,Diyarbakır'da çekirge istilası! Hızla yayılıyorlar... https://t.co/25xYJOcbPp https://t.co/AdVUvZz72p,
1714,Seyahat için 35 milyar lira harcadık! https://t.co/ua2RKt91OJ https://t.co/CzFcoVbQ2i,
1715,"Türkiye seçim heyecanını yaşıyor. Milyonlarca seçmen, yüzbinlerce sandık... Liderler meydanlara çıkıyor, Habertürk TV yerinden izliyor. Seçimin nabzı gün boyu Habertürk TV seçim ekranlarında... https://t.co/pC198uRlxm",
1716,Gümüşhane'de dev proje devam ediyor... Avrupa'nın en uzunu olacak! https://t.co/VaR2jtuBz8 https://t.co/n3mq8GxPRE,
1717,"Depresyona girdi, 6 dil öğrendi https://t.co/MOtgnHDRel https://t.co/5v35ViwbuH",
1718,Avengers: Sonsuzluk Savaşı'ndan bir rekor daha... Star Wars'u tahtından indirdi! https://t.co/qLK63hTvY3 https://t.co/hJPxcNKtWP,
1719,İstanbul'a bir sürücüsüz metro hattı daha https://t.co/EDwFhW8BiH https://t.co/vU1Wn33VhR,
1720,"Çamlıca Camii'nin inşaatında sona gelindi. Cami, Kadir Gecesi'ne yetiştirilmeye çalışılıyor. https://t.co/rFBod3X6Jw https://t.co/El4hWHWsHS",
1721,İki ülke arasında tatlı krizi: Mizah ise komik değil! https://t.co/C9boCFLCkU https://t.co/9xziz7SMQ7,
1722,Nestle'den Starbucks'a 7 milyar dolar! https://t.co/DxnkPvMcrt https://t.co/oIdQkasHRo,
1723,Motosiklete takılan patenci ölüme davetiye çıkardı! https://t.co/1G6i1Sc8BL https://t.co/zhvJCJ3Ihq,
1724,O ülkede benzin kuyrukları bir kilometreyi aşıyor! https://t.co/lx0eS3pmNZ https://t.co/TMlNzWQEew,
1725,"İlahiyat profesörü, Çorum'daki gizemli kızla ilgili uyarıda bulundu: İslam ve mezarlık adabına... https://t.co/N8QgpNIwms https://t.co/n6dor4uvEp",
1726,Asker uğurlamasında silahlar susmadı... Defalarca havaya ateş açtılar! https://t.co/TVjQOFCkvp https://t.co/LeKrS0OcdT,
1727,İstanbul'da uyuşturucu operasyonu: Türkiye'de ilk kez ele geçirildi! https://t.co/c1ARddhmdW https://t.co/MMv2OaGvoF,
1728,Selfie çekmek için emniyet kemerini çıkardı... Sonu oldu! https://t.co/HkKOwQGUsq https://t.co/9SqpZd4VuT,
1729,"Özge Özpirinçci, 2 yaşındaki yeğeninin bakıcısı tarafından istismara uğradığını açıklayarak yardım istedi! https://t.co/cd1qSN3zA8 https://t.co/AQrXCyovGU",
1730,Oscar ödüllü oyuncudan kadın yönetmene ödül eleştirisi! https://t.co/OjzYh4Pj7Q https://t.co/lhck4xQJwp,
1731,Serenay'ın elbisesi şeyhe gitti https://t.co/swWl5uasYK https://t.co/LQUyIqUkUb,
1732,"Saadet öğretmen anlattı, üniversiteliler ağladı https://t.co/IxhFPbPRLV https://t.co/fZOV9mxhPn",
1733,Kenan Sofuoğlu: Cumhurbaşkanımın isteği üzerine yarış kariyerimi noktalıyorum... https://t.co/2SS1I4UKev https://t.co/d2izX5THxd,
1734,Türk-İş'ten ILO kararı: Memur-Sen giderse... https://t.co/zTegfZrYmQ https://t.co/FVczKcknhD,
1735,Cumhurbaşkanı Erdoğan'dan Muharrem İnce'nin randevu talebine yanıt... https://t.co/CokMP3dNHl https://t.co/ZMODKFoInB,
1736,"Başbakan Yıldırım: ""Enflasyonla mücadele kararlılığımızda zerre sapma yok..."" https://t.co/yWfpCX5uau https://t.co/Zz56zvw5HU",
1737,"Akşener: 4,5 milyon vatandaşın borcunu satın alacağız... https://t.co/QFMWfNwyNF https://t.co/BZjzCuOJrx",
1738,İnce'den gençlere yılda iki kez burs vaadi... https://t.co/ewPUpgIHJk https://t.co/Q5jwn8mFZ0,
1739,"Beyaz Saray'da iki farklı dünya... Ayrı yatak odaları var, çok az vakit geçiriyorlar! https://t.co/TTabCelGWG https://t.co/3y1FmpgT77",
1740,"Putin'in yeni dönemi başladı, Rus hükümeti istifa etti... https://t.co/4MLvpvyQ5S https://t.co/CqhTLqlC1p",
1741,Merkez Bankası'ndan döviz hamlesi... https://t.co/bEaDzXrgdk https://t.co/IwyPuTIx2X,
1742,Furkan Vakfı'na 10 ilde operasyon... https://t.co/t4NTtODa45 https://t.co/rm28KValrV,
1743,Hawaii'de yanardağ alarmı! Püsküren lavlar 36 bin metrekarelik alana yayıldı... https://t.co/itFV9mVq5t https://t.co/gSUM7sgIls,
1744,İstanbul'a bir sürücüsüz metro hattı daha https://t.co/EDwFhW8BiH https://t.co/xEbuF6GTEx,
1745,Seyahat için 35 milyar lira harcadık! https://t.co/ua2RKt91OJ https://t.co/yPX0SxOFUb,
1746,İSKİ barajları uçakla koruyacak https://t.co/Aoew5BoCkx https://t.co/JK7gsJJR3w,
1747,"Depresyona girdi, 6 dil öğrendi https://t.co/MOtgnHDRel https://t.co/ra1btxOpct",
1748,"#TürkiyeninNabzı'nda @arslandidem'in konukları @DURAKOGLU2016, Prof. Dr. Ersan Şen, @avukatsari, @pinarhacibektas, @teopolitik ve @ElfinTataroglu https://t.co/oRyypBeTdZ",
1749,Yargıtay'dan flaş kaynana kararı! Zorlamak boşanma sebebi... https://t.co/o3uXVv9jni https://t.co/PKEWvAXdXY,
1750,Çorum'daki gizemli kızı ilk kez gördüğünü iddia eden görevli konuştu! https://t.co/N8QgpNIwms https://t.co/MVTN97Kf4a,
1751,Çin futbolcudan sonra pilot transferleriyle de dengeleri sarstı https://t.co/4J0uUrJdwe https://t.co/bgi8qsa5LO,
1752,İnce'den Karamollaoğlu'na ziyaret... https://t.co/T0oQnEr8wa https://t.co/q0TBaGjFEl,
1753,Bağcılar'daki seçim standı kavgasında 8 gözaltı... https://t.co/0CfwaVGdkh https://t.co/iwoJpMGF9O,
1754,"Beşiktaş, Kayserispor'u 2-0 mağlup etti... https://t.co/fAtFkyfJgB https://t.co/EdXqwSnocW",
1755,Uzmanlar hacamat ve sülük konusunda uyardı: Ölümlere neden olabilir https://t.co/W1CcKTgaTx https://t.co/y8JQrH52P1,
1756,"#TürkiyeninNabzı'nda @arslandidem'in konukları @DURAKOGLU2016, Prof. Dr. Ersan Şen, @avukatsari, @pinarhacibektas, @teopolitik ve @ElfinTataroglu https://t.co/lnMf5gau1B",
1757,Fatih Terim'in TFF'ye açtığı davada karar çıktı. Terim ne kadar alacak? https://t.co/eMeyFZz0B3 https://t.co/odPLpLu0OG,
1758,Üniversitede kripto para madenciliği iddiası... https://t.co/VgbXoKJDUT https://t.co/xbeamJQ6mp,
1759,Diyarbakır'da çekirge istilası! Hızla yayılıyorlar... https://t.co/25xYJOcbPp https://t.co/cIWZFEAe1P,
1760,Gümüşhane'de dev proje devam ediyor... Avrupa'nın en uzunu olacak! https://t.co/VaR2jtuBz8 https://t.co/HwtT0PLi4L,
1761,Cumhurbaşkanı Erdoğan'dan Muharrem İnce'nin randevu talebine yanıt... https://t.co/CokMP3dNHl https://t.co/i6tNHbv7z0,
1762,"#TürkiyeninNabzı başladı...
@arslandidem'in konukları @DURAKOGLU2016, Prof. Dr. Ersan Şen, @avukatsari, @pinarhacibektas, @teopolitik ve @ElfinTataroglu https://t.co/IG3OKBYtmx",
1763,Kenan Sofuoğlu: Cumhurbaşkanımın isteği üzerine yarış kariyerimi noktalıyorum... https://t.co/2SS1I4UKev https://t.co/m3YEtd4hnS,
1764,"#TürkiyeninNabzı'nda bu akşam @arslandidem'in konukları @DURAKOGLU2016, Prof. Dr. Ersan Şen, @avukatsari, @pinarhacibektas, @teopolitik ve @ElfinTataroglu https://t.co/xH83eQZ4Mh",
1765,"Başbakan Yıldırım: ""Enflasyonla mücadele kararlılığımızda zerre sapma yok..."" https://t.co/yWfpCX5uau https://t.co/i12YtiPFdS",
1766,"Akşener: 4,5 milyon vatandaşın borcunu satın alacağız... https://t.co/QFMWfNwyNF https://t.co/N7WyDN1afj",
1767,Ankara'daki sel felaketinde yeni görüntüler... Korku dolu anlar güvenlik kamerasında! https://t.co/AddQ5nQ5YW https://t.co/3EUJjdxhFs,
1768,"İlahiyat profesörü, Çorum'daki gizemli kızla ilgili uyarıda bulundu: İslam ve mezarlık adabına... https://t.co/N8QgpNIwms https://t.co/d5EABxkPMr",
1769,İki ülke arasında tatlı krizi: Mizah ise komik değil! https://t.co/C9boCFLCkU https://t.co/aBdD0ZuUTO,
1770,"Beyaz Saray'da iki farklı dünya... Ayrı yatak odaları var, çok az vakit geçiriyorlar! https://t.co/TTabCelGWG https://t.co/LqoGuDEs5a",
1771,Asker uğurlamasında silahlar susmadı... Defalarca havaya ateş açtılar! https://t.co/TVjQOFCkvp https://t.co/YUbbJPbEqr,
1772,"Çamlıca Camii'nin inşaatında sona gelindi. Cami, Kadir Gecesi'ne yetiştirilmeye çalışılıyor. https://t.co/rFBod3X6Jw https://t.co/fh0H7u7Yeq",
1773,"Putin'in yeni dönemi başladı, Rus hükümeti istifa etti... https://t.co/4MLvpvyQ5S https://t.co/Pady4PP7J2",
1774,Selfie çekmek için emniyet kemerini çıkardı... Sonu oldu! https://t.co/HkKOwQGUsq https://t.co/puz3hEvf3g,
1775,Motosiklete takılan patenci ölüme davetiye çıkardı! https://t.co/1G6i1Sc8BL https://t.co/QfToZGiIfj,
1776,Avengers: Sonsuzluk Savaşı'ndan bir rekor daha... Star Wars'u tahtından indirdi! https://t.co/qLK63hTvY3 https://t.co/X5c8T9ixvf,
1777,İstanbul'da uyuşturucu operasyonu: Türkiye'de ilk kez ele geçirildi! https://t.co/c1ARddhmdW https://t.co/nb5my1o5As,
1778,"Saadet öğretmen anlattı, üniversiteliler ağladı https://t.co/IxhFPbPRLV https://t.co/5YYWMYofNU",
1779,Merkez Bankası'ndan döviz hamlesi... https://t.co/bEaDzXrgdk https://t.co/jtAcEexAHx,
1780,"#TürkiyeninNabzı'nda bu akşam @arslandidem'in konukları @DURAKOGLU2016, Prof. Dr. Ersan Şen, @avukatsari, @pinarhacibektas, @teopolitik ve @ElfinTataroglu https://t.co/M1yDVsoocq",
1781,Nestle'den Starbucks'a 7 milyar dolar! https://t.co/DxnkPvMcrt https://t.co/4aPQBsjJKX,
1782,"#SONDAKİKA! MUHARREM İNCE'NİN RANDEVU TALEBİNE CUMHURBAŞKANI ERDOĞAN'DAN YANIT: ""PARTİMİZDE KENDİLERİNİ KABUL EDERİZ..."" https://t.co/7nMxKjNzIP",
1783,İnce'den gençlere yılda iki kez burs vaadi... https://t.co/ewPUpgIHJk https://t.co/PYoFPhnADD,
1784,O ülkede benzin kuyrukları bir kilometreyi aşıyor! https://t.co/lx0eS3pmNZ https://t.co/2qWFooOyvO,
1785,Hawaii'de yanardağ alarmı! Püsküren lavlar 36 bin metrekarelik alana yayıldı... https://t.co/itFV9mVq5t https://t.co/tiq6OUoz5e,
1786,Oscar ödüllü oyuncudan kadın yönetmene ödül eleştirisi! https://t.co/OjzYh4Pj7Q https://t.co/loYBDi7SU9,
1787,Yargıtay'dan flaş kaynana kararı! Zorlamak boşanma sebebi... https://t.co/o3uXVv9jni https://t.co/OYgAPNJZdx,
1788,"Özge Özpirinçci, 2 yaşındaki yeğeninin bakıcısı tarafından istismara uğradığını açıklayarak yardım istedi! https://t.co/cd1qSN3zA8 https://t.co/Xlkz0trnQF",
1789,İstanbul'a bir sürücüsüz metro hattı daha https://t.co/EDwFhW8BiH https://t.co/qEzHNOttVF,
1790,"Oscar ödüllü Sean Penn, kadınların cinsel şiddete karşı başlattığı #Metoo hareketini sert sözlerle eleştirdi: Bazı kadınlar... https://t.co/ZUM7MDJKvD https://t.co/WRZxgrprSu",
1791,Cumhurbaşkanı Erdoğan: İki cihanda da davacıyız... https://t.co/Dq73qew1w9 https://t.co/RR45vVht5A,
1792,Çorum'daki gizemli kızı ilk kez gördüğünü iddia eden görevli konuştu! https://t.co/N8QgpNIwms https://t.co/93Y8Ae0MHZ,
1793,Türk-İş'ten ILO kararı: Memur-Sen giderse... https://t.co/zTegfZrYmQ https://t.co/k00PKjnXHd,
1794,Seyahat için 35 milyar lira harcadık! https://t.co/ua2RKt91OJ https://t.co/A0VOkwRRgh,
1795,Çin futbolcudan sonra pilot transferleriyle de dengeleri sarstı https://t.co/4J0uUrJdwe https://t.co/LEFTy5H5KV,
1796,Furkan Vakfı'na 10 ilde operasyon... https://t.co/t4NTtODa45 https://t.co/k5bN2YLITX,
1797,Fatih Terim'in TFF'ye açtığı davada karar çıktı. Terim ne kadar alacak? https://t.co/eMeyFZhpJv https://t.co/IgfY9c9BqH,
1798,İSKİ barajları uçakla koruyacak https://t.co/Aoew5BoCkx https://t.co/GDL5GYBf83,
1799,Bağcılar'daki seçim standı kavgasında 8 gözaltı... https://t.co/0CfwaVGdkh https://t.co/3uEX69yded,
1800,Serenay'ın elbisesi şeyhe gitti https://t.co/swWl5uasYK https://t.co/xHtS5uSHfx,
1801,Üniversitede kripto para madenciliği iddiası... https://t.co/VgbXoKJDUT https://t.co/owkMMXU9aP,
1802,"Depresyona girdi, 6 dil öğrendi https://t.co/MOtgnHDRel https://t.co/CCMe3RQfsV",
1803,Uzmanlar hacamat ve sülük konusunda uyardı: Ölümlere neden olabilir https://t.co/W1CcKTgaTx https://t.co/HLWvdYY1IE,
1804,"Akşener: 4,5 milyon vatandaşın borcunu satın alacağız... https://t.co/QFMWfNwyNF https://t.co/ALSg1AeKgS",
1805,"#TürkiyeninNabzı'nda bu akşam @arslandidem'in konukları @DURAKOGLU2016, Prof. Dr. Ersan Şen, @avukatsari, @pinarhacibektas, @teopolitik ve @ElfinTataroglu https://t.co/ERHP7h4xxU",
1806,Eurovision'a geri sayım başladı! https://t.co/06xnFb1Zok https://t.co/TwsAStPkdh,
1807,Ankara'daki sel felaketinde yeni görüntüler... Korku dolu anlar güvenlik kamerasında! https://t.co/AddQ5nQ5YW https://t.co/ocCKWBd15Q,
1808,"İlahiyat profesörü, Çorum'daki gizemli kızla ilgili uyarıda bulundu: İslam ve mezarlık adabına... https://t.co/N8QgpNIwms https://t.co/QZBL7vjD1E",
1809,İki ülke arasında tatlı krizi: Mizah ise komik değil! https://t.co/C9boCFLCkU https://t.co/cGrUCvdEud,
1810,"Beyaz Saray'da iki farklı dünya... Ayrı yatak odaları var, çok az vakit geçiriyorlar! https://t.co/TTabCelGWG https://t.co/OcsFOpcFNd",
1811,Asker uğurlamasında silahlar susmadı... Defalarca havaya ateş açtılar! https://t.co/TVjQOFCkvp https://t.co/JJ41Ng3Kei,
1812,Roma'da Dünya Tarihi Ortaçağ Savaşları Şampiyonası yapıldı. https://t.co/1pJHb0A2ZB,
1813,"Çamlıca Camii'nin inşaatında sona gelindi. Cami, Kadir Gecesi'ne yetiştirilmeye çalışılıyor. https://t.co/rFBod3X6Jw https://t.co/fEl2f3wMHB",
1814,"Putin'in yeni dönemi başladı, Rus hükümeti istifa etti... https://t.co/4MLvpvyQ5S https://t.co/N3ZSZmfHvh",
1815,Selfie çekmek için emniyet kemerini çıkardı... Sonu oldu! https://t.co/HkKOwQGUsq https://t.co/ivKcqXf4Wq,
1816,Motosiklete takılan patenci ölüme davetiye çıkardı! https://t.co/1G6i1Sc8BL https://t.co/m8fYy9jK5F,
1817,Avengers: Sonsuzluk Savaşı'ndan bir rekor daha... Star Wars'u tahtından indirdi! https://t.co/qLK63hTvY3 https://t.co/MRWjbguecC,
1818,İstanbul'da uyuşturucu operasyonu: Türkiye'de ilk kez ele geçirildi! https://t.co/c1ARddhmdW https://t.co/niIKQmUKzD,
1819,"#TürkiyeninNabzı'nda bu akşam @arslandidem'in konukları @DURAKOGLU2016, Prof. Dr. Ersan Şen, @avukatsari, @pinarhacibektas, @teopolitik ve @ElfinTataroglu https://t.co/4cKyK6pIso",
1820,"Saadet öğretmen anlattı, üniversiteliler ağladı https://t.co/IxhFPbPRLV https://t.co/G9hWDXy87X",
1821,Akşener ve Karamollaoğlu kaç bin imza topladı? https://t.co/g8wg4np5dD https://t.co/pgb7R3h4Ac,
1822,Merkez Bankası'ndan döviz hamlesi... https://t.co/bEaDzXrgdk https://t.co/ptHDhM7HBP,
1823,Nestle'den Starbucks'a 7 milyar dolar! https://t.co/DxnkPvMcrt https://t.co/ljhgsonlgn,
1824,İnce'den gençlere yılda iki kez burs vaadi... https://t.co/ewPUpgIHJk https://t.co/9Ov0cuTvuJ,
1825,SICAK GELİŞME! AKHİSARSPOR-FENERBAHÇE TÜRKİYE KUPASI FİNALİNİ CÜNEYT ÇAKIR YÖNETECEK,
1826,O ülkede benzin kuyrukları bir kilometreyi aşıyor! https://t.co/lx0eS3pmNZ https://t.co/aVcli4hYO5,
1827,Hawaii'de yanardağ alarmı! Püsküren lavlar 36 bin metrekarelik alana yayıldı... https://t.co/itFV9mVq5t https://t.co/SxGFBBUSCR,
1828,Oscar ödüllü oyuncudan kadın yönetmene ödül eleştirisi! https://t.co/OjzYh4Pj7Q https://t.co/MKDx83jhdb,
1829,Yargıtay'dan flaş kaynana kararı! Zorlamak boşanma sebebi... https://t.co/o3uXVv9jni https://t.co/10kvrdBqjy,
1830,"Özge Özpirinçci, 2 yaşındaki yeğeninin bakıcısı tarafından istismara uğradığını açıklayarak yardım istedi! https://t.co/cd1qSN3zA8 https://t.co/7ezgAzZ5jh",
1831,İstanbul'a bir sürücüsüz metro hattı daha https://t.co/EDwFhW8BiH https://t.co/MeAGMq5b6D,
1832,"Oscar ödüllü Sean Penn, kadınların cinsel şiddete karşı başlattığı #Metoo hareketini sert sözlerle eleştirdi: Bazı kadınlar... https://t.co/ZUM7MDJKvD https://t.co/PdthoD5V8C",
1833,Cumhurbaşkanı Erdoğan: İki cihanda da davacıyız... https://t.co/Dq73qew1w9 https://t.co/IQcxjSfS8y,
1834,Çorum'daki gizemli kızı ilk kez gördüğünü iddia eden görevli konuştu! https://t.co/N8QgpNIwms https://t.co/huhe0YK5BG,
1835,Türk-İş'ten ILO kararı: Memur-Sen giderse... https://t.co/zTegfZrYmQ https://t.co/VfntBqloQC,
1836,Seyahat için 35 milyar lira harcadık! https://t.co/ua2RKt91OJ https://t.co/6N937eqe8J,
1837,Çin futbolcudan sonra pilot transferleriyle de dengeleri sarstı https://t.co/4J0uUrJdwe https://t.co/Iqf6g6NwCN,
1838,Furkan Vakfı'na 10 ilde operasyon... https://t.co/t4NTtODa45 https://t.co/Dr18vbvGSE,
1839,Fatih Terim'in TFF'ye açtığı davada karar çıktı. Terim ne kadar alacak? https://t.co/eMeyFZhpJv https://t.co/OfMTl4v6jc,
1840,İSKİ barajları uçakla koruyacak https://t.co/Aoew5BoCkx https://t.co/KNVVcLiRX5,
1841,Bağcılar'daki seçim standı kavgasında 8 gözaltı... https://t.co/0CfwaVGdkh https://t.co/EJEwOEjE04,
1842,Serenay'ın elbisesi şeyhe gitti https://t.co/swWl5uasYK https://t.co/OQLyNLXVh1,
1843,CHP'nin Cumhurbaşkanı adayı Muharrem İnce: Gençlere 19 Mayıs ve 29 Ekim'de 500 TL para vereceğiz https://t.co/7aIkFr6YQm,
1844,Üniversitede kripto para madenciliği iddiası... https://t.co/VgbXoKJDUT https://t.co/35XZIcmM3E,
1845,"Depresyona girdi, 6 dil öğrendi https://t.co/MOtgnHDRel https://t.co/xVM5LOLUZH",
1846,RT @HaberturkLive: CHP'nin adayı Muharrem İnce açıklama yapıyor https://t.co/Bq8Oq6KMfW,
1847,RT @HaberturkLive: Başbakan Binali Yıldırım konuşuyor https://t.co/P27FBgRjg3,
1848,Uzmanlar hacamat ve sülük konusunda uyardı: Ölümlere neden olabilir https://t.co/W1CcKTgaTx https://t.co/CxAmr4cuz8,
1849,Motosiklete takılan patenci ölüme davetiye çıkardı! https://t.co/1G6i1Sc8BL https://t.co/n8TLAsBb8L,
1850,Avengers: Sonsuzluk Savaşı'ndan bir rekor daha... Star Wars'u tahtından indirdi! https://t.co/qLK63hTvY3 https://t.co/KeEof33map,
1851,İstanbul'da uyuşturucu operasyonu: Türkiye'de ilk kez ele geçirildi! https://t.co/c1ARddhmdW https://t.co/Cwd05dZRgs,
1852,"Saadet öğretmen anlattı, üniversiteliler ağladı https://t.co/IxhFPbPRLV https://t.co/PKLclMZKoV",
1853,RT @HaberturkLive: Cumhurbaşkanı Erdoğan İstanbul'da konuşuyor https://t.co/UslF5l53RN,
1854,Akşener ve Karamollaoğlu kaç bin imza topladı? https://t.co/g8wg4np5dD https://t.co/lipJ6pDTZk,
1855,Merkez Bankası'ndan döviz hamlesi... https://t.co/bEaDzXrgdk https://t.co/YH3JZ481s1,
1856,Nestle'den Starbucks'a 7 milyar dolar! https://t.co/DxnkPvMcrt https://t.co/PjZm2kRzph,
1857,O ülkede benzin kuyrukları bir kilometreyi aşıyor! https://t.co/lx0eS3pmNZ https://t.co/eKud9iRKln,
1858,Hawaii'de yanardağ alarmı! Püsküren lavlar 36 bin metrekarelik alana yayıldı... https://t.co/itFV9mVq5t https://t.co/Uzg94fxR9J,
1859,Oscar ödüllü oyuncudan kadın yönetmene ödül eleştirisi! https://t.co/OjzYh4Pj7Q https://t.co/OUtPnJHaHF,
1860,Yargıtay'dan flaş kaynana kararı! Zorlamak boşanma sebebi... https://t.co/o3uXVv9jni https://t.co/c66IB2ZL6o,
