doc_id,text,
199,"#TekeTek başladı...
@FatihAltayli'nın konukları Prof.Dr. Erdinç Yazıcı, @murat_somer, Elif Dördüncü Aydemir ve @mustafasenbd https://t.co/JBLEBg9Tl6",
200,Kılıçdaroğlu: Kanlı Pazartesi unutacağımız günlerden biri değil... https://t.co/zHYlhzn887 https://t.co/sCIecmLfvC,
201,Site sakinleri fuhuş iddiası ile ayaklandı https://t.co/QP8kpBo32M https://t.co/4QCiYF7xud,
202,Dünyadaki bütün ülkeleri en kısa sürede gezerek rekor kırdı! https://t.co/CYKSXI07sx https://t.co/6gCk2dUlQg,
203,Türkmen lider rallici oldu! Profesyonel pilotu 12 saniye geçerek galip geldi... https://t.co/Z4l2muBbe6 https://t.co/uqg7zdv9Dc,
204,"İnce'den yeni vaatler: Passolig kalkacak, ücretsiz sağlık, her eve bir bağış... https://t.co/zrQMZasJCB https://t.co/ZMMlZ69vxD",
205,Atatürk Lisesi'nde 'İzmir Marşı' krizi... https://t.co/kJ7D0CKIH2 https://t.co/TmMd1sqMWR,
206,Altın kollu adam! Kanıyla milyonlarca bebeği kurtardı! https://t.co/fyKMxUie0X https://t.co/r9MM994nk6,
207,İsrail'in Ankara Büyükelçisi Dışişleri Bakanlığı'na çağrıldı: Ülkenize dönün... https://t.co/IajNsgBZEL https://t.co/J92sSZk6QH,
208,Konutta indirim kampanyası! https://t.co/hf5uNJQJe2 https://t.co/o8vCwVmwLn,
209,Yozgat'ta skandal cinayet! 30 yıllık eşini uykusunda öldürdü... https://t.co/azN6iETCuA https://t.co/b8sKBSctXL,
210,Sokak sanatçısından Bitcoin'li duvarlar! https://t.co/GjwgjJaov4 https://t.co/0G57SOB3Mg,
211,"#TekeTek'te bu akşam 20.00'de @FatihAltayli'nın konukları Doç. Dr. Erdinç Yazıcı, @murat_somer, Elif Dördüncü Aydemir ve @mustafasenbd https://t.co/TBAoPrs1l5",
212,FETÖ elebaşı için yaptırılmıştı! Devlete geçmesi için hazırlanan iddianame... https://t.co/yBfd5CKqIL https://t.co/L8elEYoTYB,
213,"#NedirNeDeğildir'de @afsinyurdakul moderatörlüğünde @Ahmet_K_Han, @Arastirma ve @ersoyakif1'in konukları @ilterturan9 ve @cetiner_cetin https://t.co/GOYeAplGg8",
214,Noterlerde yeni dönem başlıyor https://t.co/93qI4m9NIj https://t.co/AtogxfJEDV,
215,"Okulda skandal! Kız öğrencilere cinsel içerikli film izletip, istismarda bulundu... https://t.co/IkzPfhD6ml https://t.co/r2wgRnukI4",
216,Nobel ödüllü bilim insanı: Oruç vücudun yenilenmesini sağlıyor... https://t.co/EhcIxlIyTA https://t.co/Z2pliKsbeL,
217,Tayvan'ın eski liderine 4 ay hapis cezası https://t.co/HVBsrc0NYn https://t.co/ehWcFkkQiR,
218,Öğretmenlerden S.O.S. ekibi kuruluyor https://t.co/vy9Oq1cbdD https://t.co/BaqaGVCm2d,
219,Demirtaş için tahliye başvurusu... https://t.co/AoZU3ESkRf https://t.co/fmA69o9ckO,
220,Atatürk Havalimanı'nda trajik son! Kanser tedavisi için gidiyordu... https://t.co/w5Z4dlkBfE https://t.co/a3hE6N2hW2,
221,Döviz kuru hurma fiyatlarını da vurdu! https://t.co/4nFkbaXTGN https://t.co/IbnsWMYNHW,
222,Çanakkale'de göçmen teknesi battı: 3'ü çocuk 7 ölü https://t.co/p5nd1MjGmv https://t.co/D6ZVyhYyzz,
223,Anlaşma imzalandı! ABD'deki Zeugma parçaları Türkiye'ye getiriliyor... https://t.co/rV7nb4L1ag https://t.co/iQb8BW8LYS,
224,"Cumhurbaşkanı Erdoğan'dan '24 Haziran sonrası' yanıtı: A,B,C planlarımız var... https://t.co/73wlAgcezF https://t.co/3N9YdSomy2",
225,ÖSYM yayımladı... KPSS'ye girecekler dikkat! https://t.co/yyJDRqamTF https://t.co/1YGLP2HMBd,
226,İtirafçı FETÖ'cü açıkladı: Darbe çağrısı o programdan yapıldı... https://t.co/j25B49PisP https://t.co/9tAoyiM3T8,
227,Korkunç ölüm! Selfie uğruna bebeklerinden oldular... https://t.co/E9iFv3hGaZ https://t.co/yVH0NenqSk,
228,"SON DAKİKA! ERDOĞAN'DAN NETANYAHU'YA TEPKİ // ERDOĞAN: İNSANLIK ÜZERİNE DERS Mİ İSTİYORSUN, 10 EMRİ OKU",
229,SON DAKİKA! KUDÜS KATLİAMINA TEPKİ // ERDOĞAN: NETANYAHU SUÇLARINI TÜRKİYE'YE SALDIRARAK ÖRTEMEZ,
230,"SONDAKİKA! KUDÜS KATLİAMINA TEPKİ... Cumhurbaşkanı Erdoğan: ""Netanyahu suçlarını Türkiye'ye saldırarak örtemez... Netanyahu'nun ellerinde Filistinlilerin kanı var..."" https://t.co/MBEYFX1Wxs",
231,O ülkede ehliyetler artık cep telefonunda... https://t.co/srHVoQbnw3 https://t.co/X1pgIkKP11,
232,Yıldırım'dan İnce'ye: Yeni mi aklına geldi? https://t.co/eYIo1y1wSO https://t.co/alXtWKMfY9,
233,11 ayın sultanı Ramazan geldi! İlk sahura kalkılacak... https://t.co/UHgRKJxCOi https://t.co/XWHJY2p5OX,
234,İstanbul'da DEAŞ operasyonu: 54 gözaltı https://t.co/YTYnYOT036 https://t.co/aenZis7Ars,
235,"Dadı, baktığı iki çocuğu öldürdü... Mahkeme 'şeytan' diye tanımladı... https://t.co/Yulke65wrR https://t.co/axqVYfsOHP",
236,EPDK 10 şirkete lisans verdi https://t.co/hKYN5Q0a2u https://t.co/pKwUdhasxB,
237,"#TekeTek'te bu akşam 20.00'de @FatihAltayli'nın konukları Doç. Dr. Erdinç Yazıcı, @murat_somer, Elif Dördüncü Aydemir ve @mustafasenbd https://t.co/Hoxcu1S1wr",
238,Şubat ayı işsizlik oranı açıklandı https://t.co/UB9qaOEMW8 https://t.co/yBHqcLHgNi,
239,Okan Bayülgen'den tiyatro oyunlarına milli yas ertelemesi... https://t.co/TYdVKIvBdZ https://t.co/XPGeIeKAHp,
240,Erzurum'da heyelan... Dağdan kopan kayalar panik yarattı! https://t.co/apxDGtesRr https://t.co/PSVLDMnCTV,
241,Mardin'de PKK/KCK operasyonu: 12 gözaltı https://t.co/3QTTQ8whUi https://t.co/uZ8nInPSlJ,
242,"#NedirNeDeğildir'de @afsinyurdakul moderatörlüğünde @Ahmet_K_Han, @Arastirma ve @ersoyakif1'in konukları @ilterturan9 ve @cetiner_cetin https://t.co/gn9n9S5Z3O",
243,CHP'de aday mesaisi... İşte sürpriz adaylar... https://t.co/rpG9d3iZzX https://t.co/9gNzcyEFHe,
244,Deniz Kuvvetleri'nde FETÖ operasyonu... https://t.co/vhKWfsfR01 https://t.co/gbddgGFXPI,
245,Araç sahiplerine kötü haber! Benzin ve motorine büyük zam... https://t.co/8N1CKheeKg https://t.co/8cx1gElGU5,
246,23 dilde konuşan Robot Elias Türkiye'de! https://t.co/qFWbo8NT2f https://t.co/SPkvf6Zsoo,
247,Atatürk Havalimanı'nda seçim hazırlıkları başladı... https://t.co/SrA90PY6Vd https://t.co/e9xeFetrEl,
248,Ölüm teğet geçti... Saliselerle kurtuldu! https://t.co/hCVdb5Mbmf https://t.co/ESaeP12SDb,
249,'Milenyum çocukları' 24 Haziran'da ilk kez sandık başında... https://t.co/KMREibz9f0 https://t.co/WVwZF1Q7XJ,
250,Sivas'ta ilginç olay! 130 yıl sonra ilk defa gelin verdiler... https://t.co/PaPo6HYaCk https://t.co/sZd5VNVD68,
251,"Serhat Akın-Hadise polemiği tam gaz... ""Haksız mıyım?"" dedi, bu kareyi paylaştı! https://t.co/tt1MUd8DOd https://t.co/YoxF7ZAZSh",
252,Kılıçdaroğlu: Kanlı Pazartesi unutacağımız günlerden biri değil... https://t.co/zHYlhzn887 https://t.co/8lOhUQmo61,
253,Site sakinleri fuhuş iddiası ile ayaklandı https://t.co/QP8kpBo32M https://t.co/R4JAtHTMf7,
254,Dünyadaki bütün ülkeleri en kısa sürede gezerek rekor kırdı! https://t.co/CYKSXI07sx https://t.co/eKr5RCFNse,
255,Türkmen lider rallici oldu! Profesyonel pilotu 12 saniye geçerek galip geldi... https://t.co/Z4l2muBbe6 https://t.co/HyZVCTFtYL,
256,"İnce'den yeni vaatler: Passolig kalkacak, ücretsiz sağlık, her eve bir bağış... https://t.co/zrQMZasJCB https://t.co/Oy3Z4UPMuu",
257,Altın kollu adam! Kanıyla milyonlarca bebeği kurtardı! https://t.co/fyKMxUie0X https://t.co/piizQVpmTd,
258,İsrail'in Ankara Büyükelçisi Dışişleri Bakanlığı'na çağrıldı: Ülkenize dönün... https://t.co/IajNsgBZEL https://t.co/cdUUuZ6auU,
259,Konutta indirim kampanyası! https://t.co/hf5uNJQJe2 https://t.co/WRkzkfsMae,
260,Yozgat'ta skandal cinayet! 30 yıllık eşini uykusunda öldürdü... https://t.co/azN6iETCuA https://t.co/SgGW9GkUUx,
261,"#SONDAKİKA... İSRAİL'İN ANKARA BÜYÜKELÇİSİ DIŞİŞLERİ BAKANLIĞI'NA ÇAĞRILDI. DIŞIŞLERİ BAKANLIĞI, İSRAİL'İN ANKARA BÜYÜKELÇİSİNE, ""BİR SÜRE ÜLKESİNE DÖNMESİNİN UYGUN OLACAĞINI"" BİLDİRDİ.",
262,Sokak sanatçısından Bitcoin'li duvarlar! https://t.co/GjwgjJaov4 https://t.co/E4CBAFbQxP,
263,FETÖ elebaşı için yaptırılmıştı! Devlete geçmesi için hazırlanan iddianame... https://t.co/yBfd5CKqIL https://t.co/k81Z5RCw3o,
264,Noterlerde yeni dönem başlıyor https://t.co/93qI4m9NIj https://t.co/j1WjgupYLm,
265,"Okulda skandal! Kız öğrencilere cinsel içerikli film izletip, istismarda bulundu... https://t.co/IkzPfhD6ml https://t.co/b0fWcg4qdJ",
266,İstanbul'da feribot kıyıya çarptı! Yaralılar var... https://t.co/XLPzube9Xd https://t.co/VUdAwxdr7K,
267,Nobel ödüllü bilim insanı: Oruç vücudun yenilenmesini sağlıyor... https://t.co/EhcIxlIyTA https://t.co/wDqPZDgth9,
268,"#TekeTek'te bu akşam @FatihAltayli'nın konukları Doç. Dr. Erdinç Yazıcı, @murat_somer, Elif Dördüncü Aydemir ve @mustafasenbd https://t.co/Dbm1PS5hXz",
269,Tayvan'ın eski liderine 4 ay hapis cezası https://t.co/HVBsrc0NYn https://t.co/DubyGdiO6S,
270,"#NedirNeDeğildir'de @afsinyurdakul moderatörlüğünde @Ahmet_K_Han, @Arastirma ve @ersoyakif1'in konukları @ilterturan9 ve @cetiner_cetin https://t.co/HmfZUvEIrS",
271,Öğretmenlerden S.O.S. ekibi kuruluyor https://t.co/vy9Oq1cbdD https://t.co/QoFd7JL8Ou,
272,Demirtaş için tahliye başvurusu... https://t.co/AoZU3ESkRf https://t.co/utxqrLsJdT,
273,Atatürk Havalimanı'nda trajik son! Kanser tedavisi için gidiyordu... https://t.co/w5Z4dlkBfE https://t.co/pX94TxVkHS,
274,Döviz kuru hurma fiyatlarını da vurdu! https://t.co/4nFkbaXTGN https://t.co/b8DdbjNbCI,
275,Çanakkale'de göçmen teknesi battı: 3'ü çocuk 7 ölü https://t.co/p5nd1MjGmv https://t.co/utL4UPsZFi,
276,"RT @HaberturkLive: Hükümet Sözcüsü Bekir Bozdağ, Meclis'te özel oturumda konuşuyor https://t.co/nChl2bLhnM",
277,Anlaşma imzalandı! ABD'deki Zeugma parçaları Türkiye'ye getiriliyor... https://t.co/rV7nb4L1ag https://t.co/OXta4McxeE,
278,"Cumhurbaşkanı Erdoğan'dan '24 Haziran sonrası' yanıtı: A,B,C planlarımız var... https://t.co/73wlAgcezF https://t.co/E64ZNSztS8",
279,ÖSYM yayımladı... KPSS'ye girecekler dikkat! https://t.co/yyJDRqamTF https://t.co/qLVq8Pdz7W,
280,İstanbul'da 11 ayın sultanı Ramazan için tüm hazırlıklar tamamlandı... https://t.co/lxTVLpSEaZ https://t.co/OX3TuyTJNF,
281,İtirafçı FETÖ'cü açıkladı: Darbe çağrısı o programdan yapıldı... https://t.co/j25B49PisP https://t.co/k4fQ4ToeYD,
282,Genç sanatçının ölümünde sır perdesi! https://t.co/AHJJ3cUWU4 https://t.co/5i43GLqaUT,
283,Korkunç ölüm! Selfie uğruna bebeklerinden oldular... https://t.co/E9iFv3hGaZ https://t.co/iafeLKaquo,
284,O ülkede ehliyetler artık cep telefonunda... https://t.co/srHVoQbnw3 https://t.co/t6uqZGSswZ,
285,Fikret Orman isyan etti: Biz hırsız mıyız! https://t.co/DAytRkhHGE https://t.co/Yk6ICOytDn,
286,Yıldırım'dan İnce'ye: Yeni mi aklına geldi? https://t.co/eYIo1y1wSO https://t.co/9vtrt3q8dY,
287,11 ayın sultanı Ramazan geldi! İlk sahura kalkılacak... https://t.co/UHgRKJxCOi https://t.co/akuhmLLlHh,
288,İstanbul'da DEAŞ operasyonu: 54 gözaltı https://t.co/YTYnYOT036 https://t.co/OOsBpY4FV2,
289,"Dadı, baktığı iki çocuğu öldürdü... Mahkeme 'şeytan' diye tanımladı... https://t.co/Yulke65wrR https://t.co/gEPAaTkFcu",
290,EPDK 10 şirkete lisans verdi https://t.co/hKYN5Q0a2u https://t.co/nMIJayfSZd,
291,'İmar barışı' yüzde 16'lık farkı kapatacak... https://t.co/3SDAa8fKge https://t.co/Yf9YoQvRm9,
292,Şubat ayı işsizlik oranı açıklandı https://t.co/UB9qaOEMW8 https://t.co/7pTvusBdzS,
293,Okan Bayülgen'den tiyatro oyunlarına milli yas ertelemesi... https://t.co/TYdVKIvBdZ https://t.co/i4UVQyAGkj,
294,Erzurum'da heyelan... Dağdan kopan kayalar panik yarattı! https://t.co/apxDGtesRr https://t.co/wLDu2yYtTE,
295,Mardin'de PKK/KCK operasyonu: 12 gözaltı https://t.co/3QTTQ8whUi https://t.co/JOkXUBvZPa,
296,CHP'de aday mesaisi sürüyor... https://t.co/rpG9d3iZzX https://t.co/p3bKieMgCR,
297,Taciz şüphelisinin zırhını Danıştay kaldırdı https://t.co/OmE19igxjj https://t.co/5VTwD7kTsx,
298,Ucuz et satan market sayısı üçe çıktı https://t.co/n3mwfbjhII https://t.co/xHcDODQBTF,
299,Deniz Kuvvetleri'nde FETÖ operasyonu... https://t.co/vhKWfsfR01 https://t.co/GxIZI3Jj30,
300,Araç sahiplerine kötü haber! Benzin ve motorine büyük zam... https://t.co/8N1CKheeKg https://t.co/9OwQ3AswCF,
301,Türkmen lider rallici oldu! Profesyonel pilotu 12 saniye geçerek galip geldi... https://t.co/Z4l2muBbe6 https://t.co/rAnn7U4exG,
302,Altın kollu adam! Kanıyla milyonlarca bebeği kurtardı! https://t.co/fyKMxUie0X https://t.co/nwmTA5bHZZ,
303,Konutta indirim kampanyası! https://t.co/hf5uNJQJe2 https://t.co/7JVsDoIhda,
304,Yozgat'ta skandal cinayet! 30 yıllık eşini uykusunda öldürdü... https://t.co/azN6iETCuA https://t.co/08fv87QiP4,
305,Sokak sanatçısından Bitcoin'li duvarlar! https://t.co/GjwgjJaov4 https://t.co/gL0lXjpXHe,
306,FETÖ elebaşı için yaptırılmıştı! Devlete geçmesi için hazırlanan iddianame... https://t.co/yBfd5CKqIL https://t.co/muLAqcK7dG,
307,"Okulda skandal! Kız öğrencilere cinsel içerikli film izletip, istismarda bulundu... https://t.co/IkzPfhD6ml https://t.co/sPUjXdFbid",
308,Nobel ödüllü bilim insanı: Oruç vücudun yenilenmesini sağlıyor... https://t.co/EhcIxlIyTA https://t.co/YNuuh8fRHG,
309,Tayvan'ın eski liderine 4 ay hapis cezası https://t.co/HVBsrc0NYn https://t.co/6WzwQ48Amp,
310,Öğretmenlerden S.O.S. ekibi kuruluyor https://t.co/vy9Oq1cbdD https://t.co/5FRz8uif3d,
311,Demirtaş için tahliye başvurusu... https://t.co/AoZU3ESkRf https://t.co/PQzbZ02MGp,
312,Atatürk Havalimanı'nda trajik son! Kanser tedavisi için gidiyordu... https://t.co/w5Z4dlkBfE https://t.co/0JQt5USVNV,
313,"SON DAKİKA! BAŞBAKAN'DAN ÇAĞRI // ""İSLAM DÜNYASI İSRAİL İLE İLİŞKİSİNİ GÖZDEN GEÇİRMELİ""",
314,SON DAKİKA! YENİKAPI'DA KUDÜS MİTİNGİ // BAŞBAKAN: CUMA GÜNÜ SAAT 15'TEKİ MİTİNGE BEKLİYORUZ,
315,"SON DAKİKA! GAZZE'DE İSRAİL KATLİAMI // BAŞBAKAN: İSRAİL'İ LANETLİYOR, ABD'Yİ KINIYORUZ",
316,Çanakkale'de göçmen teknesi battı: 3'ü çocuk 7 ölü https://t.co/p5nd1MjGmv https://t.co/jTJlGX3fus,
317,Anlaşma imzalandı! ABD'deki Zeugma parçaları Türkiye'ye getiriliyor... https://t.co/rV7nb4L1ag https://t.co/qhm8YGqIPn,
318,"Cumhurbaşkanı Erdoğan'dan '24 Haziran sonrası' yanıtı: A,B,C planlarımız var... https://t.co/73wlAgcezF https://t.co/u8DAVTcjfr",
319,"RT @HaberturkLive: Başbakan Binali Yıldırım, AK Parti grup toplantısında konuşuyor https://t.co/XcOi2xbcRM",
320,İstanbul'da 11 ayın sultanı Ramazan için tüm hazırlıklar tamamlandı... https://t.co/lxTVLpSEaZ https://t.co/5VuIcd3GfV,
321,İtirafçı FETÖ'cü açıkladı: Darbe çağrısı o programdan yapıldı... https://t.co/j25B49PisP https://t.co/DD0eZFVdZP,
322,Genç sanatçının ölümünde sır perdesi! https://t.co/AHJJ3cUWU4 https://t.co/1s2gRV1txq,
323,Korkunç ölüm! Selfie uğruna bebeklerinden oldular... https://t.co/E9iFv3hGaZ https://t.co/3Y9xbP4WRG,
324,O ülkede ehliyetler artık cep telefonunda... https://t.co/srHVoQbnw3 https://t.co/6RJpD3z6hY,
325,Gazze'deki İsrail katliamı: Ölü sayısı 59'a yükseldi https://t.co/InMx6KDPjn https://t.co/ldCsgzGjNd,
326,Fikret Orman isyan etti: Biz hırsız mıyız! https://t.co/DAytRkhHGE https://t.co/nGz3BBHewW,
327,11 ayın sultanı Ramazan geldi! İlk sahura kalkılacak... https://t.co/UHgRKJxCOi https://t.co/ew6FHMtRs1,
328,Cumhurbaşkanı Erdoğan: Başkan olarak para politikalarında daha etkin rol oynayacağım... https://t.co/Kt5Oqn5mfU https://t.co/NhLKa2oS2D,
329,İstanbul'da DEAŞ operasyonu: 54 gözaltı https://t.co/YTYnYOT036 https://t.co/CWcpGBqR2w,
330,"Dadı, baktığı iki çocuğu öldürdü... Mahkeme 'şeytan' diye tanımladı... https://t.co/Yulke65wrR https://t.co/4beMQ0eARq",
331,EPDK 10 şirkete lisans verdi https://t.co/hKYN5Q0a2u https://t.co/1yslXwKkaQ,
332,'İmar barışı' yüzde 16'lık farkı kapatacak... https://t.co/3SDAa8fKge https://t.co/MnEgO1dJgW,
333,Şubat ayı işsizlik oranı açıklandı https://t.co/Dct3twdDDS,
334,"Antalya’da müstakil bir evdeki para kasasını hedef alan 4 hırsızın eve girebilmek için gösterdikleri çaba, film sahnelerini aratmadı... https://t.co/zLRuv4RuB9",
335,Okan Bayülgen'den tiyatro oyunlarına milli yas ertelemesi... https://t.co/TYdVKIvBdZ https://t.co/LoCQUHhKbQ,
336,Mardin'de PKK/KCK operasyonu: 12 gözaltı https://t.co/3QTTQ8whUi https://t.co/dQbL8HZFod,
337,Taciz şüphelisinin zırhını Danıştay kaldırdı https://t.co/OmE19igxjj https://t.co/i5bz7ZgOgq,
338,"Paylaşılamayan kent: Kudüs...
Kudüs'teki krizin temelinde ne yatıyor, olaylar nasıl bu noktaya geldi? https://t.co/0n3xD6rbdg",
339,Ucuz et satan marketler üçe çıktı https://t.co/n3mwfbjhII https://t.co/h96xtwFMc9,
340,Deniz Kuvvetleri'nde FETÖ operasyonu... https://t.co/vhKWfsfR01 https://t.co/y1HzoqHAaB,
341,Araç sahiplerine kötü haber! Benzin ve motorine büyük zam... https://t.co/8N1CKheeKg https://t.co/Bff7Kfm2Wh,
342,"Hasattan önce satıldı, kilosu 30 lira! https://t.co/wRveGyrsRk https://t.co/9U7vVQ2gfn",
343,Kahraman köpek boğulan arkadaşını böyle kurtardı😍 https://t.co/0dfqkf2cFS,
344,Kenan Sofuoğlu bıraktı! İşte başarılarla dolu kariyeri... https://t.co/DG9j6dKGPg https://t.co/ONIvFEKCNe,
345,Ramazan ayı için uzmanından beslenme önerileri... https://t.co/rM6RkDS6BV,
346,O pazara gidenler şoka girdi! Her şey ücretsiz dağıtıldı... https://t.co/5zqYTLqYzk https://t.co/cawrWXCGyV,
347,"Avustralyalı James Harrison, kanında bulunan ender bir antikor sayesinde 60 yıl boyunca bin 173 kez kan bağışı yaptı... https://t.co/fTpVUZ5156",
348,Boğaz'da imar barışı! 9 mahalle daha yasaya dahil edildi... https://t.co/tgWHFNUVdZ https://t.co/cMs7C1mVow,
349,30 bin TL maaşla profesyonel turist aranıyor! https://t.co/dciYsR51tj https://t.co/hcYTgzDGDs,
350,Takılarının çalındığını söyleyen gelin gözaltına alındı! https://t.co/4rYEUQL9xi https://t.co/xyc8BcP082,
351,Araç sahipleri dikkat! Cezası 1206 TL https://t.co/jODPZL07YY https://t.co/pp9yNQG54l,
352,Ramazan ayında sağlıklı beslenme önerileri... Sahurda sadece su içerseniz... https://t.co/5OF7VExfUw https://t.co/5WMSc7ZhVP,
353,Hawaii'de bir lav çatlağı daha! 'Kızıl nehrin' geçtiği yerler küle döndü... https://t.co/KLG342Efps https://t.co/J3NDRBZJkY,
354,"'Rahmetli çok severdi' deyip, mezarına karalahana ektiler! https://t.co/cw63Sadzc5 https://t.co/uZBg6nTFXW",
355,SICAK GELİŞME! ERDOĞAN: CARİ AÇIĞIN BİR NUMARALI NEDENİ PETROL VE DOĞALGAZA BAĞIMLILIK,
356,SICAK GELİŞME! ERDOĞAN: FAİZ NE KADAR DÜŞÜK OLURSA ENFLASYON DA O KADAR DÜŞÜK OLUR,
357,SICAK GELİŞME! ERDOĞAN: CUMHURBAŞKANLIĞI HÜKÜMET SİSTEMİNDE ETKİNLİĞİMİZ FARKLI OLACAK,
358,SICAK GELİŞME! CUMHURBAŞKANI ERDOĞAN BLOOMBERG TV'YE KONUŞTU,
359,Rekabet sanat piyasasında fiyatları artırdı! Çıta 100 milyon dolara yükseldi... https://t.co/KCAP5SZSev https://t.co/1xW2LMdu1v,
360,PTT'ye 5 bin personel alımı için başvurular başladı! https://t.co/peluFJuiGS https://t.co/7QSD0mK27k,
361,Kozmetik mağazasında çıplak arama rezaleti... Depoda 33 dakika işkence! https://t.co/han26MxxNs https://t.co/YRjgHkugnu,
362,Apronda akılalmaz kaza! Uçak uçağa böyle çarptı! https://t.co/ECgk1xmyjX https://t.co/Y4z3Mpp7K2,
363,Eski eşinin sevgilisini bıçakladı https://t.co/RTParxoeGT https://t.co/b4ytE60Qys,
364,O cinayet 4 yıl sonra aydınlatıldı! https://t.co/95q48fnfIW https://t.co/b5qABbPd7z,
365,Ünlü model sevmek istediği köpeğin saldırısına uğradı! https://t.co/xKydriNrzo https://t.co/J0L1AOJNCL,
366,Mankenleri gören meydana koştu! https://t.co/G1pAeiGM54 https://t.co/pTAGSCPp0e,
367,7 yıl sonra müziğe döndü! İbrahim Tatlıses'ten rap şarkı... https://t.co/8a8Xtcgw4e https://t.co/AnCgMqp1wh,
368,FETÖ'nün kriptolu mesaj arşivi bulundu https://t.co/pKpsO6mWSy https://t.co/mdmClMcfSm,
369,TSK İdlib'de 11'inci ateşkes gözlem noktasını kurdu https://t.co/h4nxnfqujz https://t.co/qafWXgV9DP,
370,Türkiye ilk çeyrekte 40 milyar lira daha biriktirdi! https://t.co/sbz6ZPRTIC https://t.co/xx9tsBEoZH,
371,Seyyar sandık için 2 bin 400 başvuru https://t.co/pWXWjBRoRt https://t.co/ZFjjmL2di9,
372,Seçim sloganı da şarkısı da belli oldu... https://t.co/gWQMnHRu07 https://t.co/cDnA9EvYbO,
373,"Muharrem İnce: AKP değil, AK Parti diyeceğim... https://t.co/nvmqIgpNnc https://t.co/fLlVD7uP6V",
374,Melania Trump ameliyat oldu... https://t.co/7a0qPhhv6x https://t.co/WXxB0jWE5J,
375,"ABD elçiliği, Kudüs'e katliamla taşındı... https://t.co/ODq7ffz4pN https://t.co/Gx5mFloauc",
376,Cumhurbaşkanı adaylarının oy pusulasındaki sıralaması belli oldu... https://t.co/5xS9hkVeaV https://t.co/sskad8ZSma,
377,"Türkiye'nin cari işlemler hesabı, martta 4 milyar 812 milyon dolar açık verdi... https://t.co/qLc3IUmwxK https://t.co/DTIl8XQdfZ",
378,"Mahir Ünal, İYİ Parti'nin 'Adil Öksüz' iddiasına yanıt verdi... https://t.co/MsDxvcXini https://t.co/iT1piG5HtJ",
379,Kozmetik mağazasında çıplak arama rezaleti... Depoda 33 dakika işkence! https://t.co/han26MxxNs https://t.co/QvG1CtdHhv,
380,"'Rahmetli çok severdi' deyip, mezarına karalahana ektiler! https://t.co/cw63Sadzc5 https://t.co/BC5UgoZYsK",
381,"Hasattan önce satıldı, kilosu 30 lira! https://t.co/wRveGyrsRk https://t.co/aKzXvRGPGe",
382,"#TürkiyeninNabzı'nda @arslandidem'in konukları Prof.Dr. Ersan Şen, @selmanogut, hukukçular Selami Öztürk, @AvNiyaziPaksoy ve gazeteciler @Nagehanalci, @gurkanhacir https://t.co/TfbtwHudZY",
383,"Cumhurbaşkanı Erdoğan: ""İsrail devlet terörü estirmektedir..."" https://t.co/cNSbvpLjhH https://t.co/tOQtOfS68A",
