,DocID,TokenID,StrtCpt,AllCpt,CptRatio,Length,VwlRatio,NoVwl,NoCns,NoDigit,DigitRatio,NoNonAlpha,NonAlphaRatio,AllCns,Hashtag,Mention,AllDigit,PrevStrtCpt,PrevAllCpt,PrevCptRatio,PrevLength,PrevVwlRatio,PrevNoVwl,NoCns,PrevNoDigit,PrevDigitRatio,PrevNoNonAlpha,PrevNonAlphaRatio,PrevAllCns,PrevHashtag,PrevMention,PrevAllDigit,Targets
139,24,21,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Event/Activity
140,25,1,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Company
141,25,2,True,False,0.1111111111111111,9,0.4444444444444444,4,5,0,0.0,0,0.0,False,False,False,False,True,False,0.16666666666666666,6,0.3333333333333333,2,5,0,0.0,0,0.0,False,False,False,False,Company
142,25,3,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,True,False,0.1111111111111111,9,0.4444444444444444,4,3,0,0.0,0,0.0,False,False,False,False,Name
143,25,4,True,False,0.16666666666666666,6,0.3333333333333333,2,4,0,0.0,0,0.0,False,False,False,False,True,False,0.2,5,0.4,2,4,0,0.0,0,0.0,False,False,False,False,Name
144,25,9,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Event/Activity
145,25,10,False,False,0.0,4,0.5,2,2,0,0.0,0,0.0,False,False,False,False,False,False,0.0,7,0.42857142857142855,3,2,0,0.0,0,0.0,False,False,False,False,Event/Activity
146,26,8,False,False,0.0,4,0.5,2,2,0,0.0,0,0.0,False,False,False,False,,,,,,,2,,,,,,,,,Event/Activity
147,26,9,True,False,0.14285714285714285,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,False,False,0.0,4,0.5,2,4,0,0.0,0,0.0,False,False,False,False,Address
148,26,10,False,False,0.0,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,True,False,0.14285714285714285,7,0.42857142857142855,3,3,0,0.0,0,0.0,False,False,False,False,Place
149,26,11,False,False,0.0,10,0.5,5,5,0,0.0,0,0.0,False,False,False,False,False,False,0.0,5,0.4,2,5,0,0.0,0,0.0,False,False,False,False,Place
150,26,14,False,False,0.0,7,0.42857142857142855,3,4,0,0.0,0,0.0,False,False,False,False,,,,,,,4,,,,,,,,,Event/Activity
151,27,1,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,,,,,,,3,,,,,,,,,Date
152,27,2,True,False,0.16666666666666666,6,0.5,3,3,0,0.0,0,0.0,False,False,False,False,True,False,0.2,5,0.4,2,3,0,0.0,0,0.0,False,False,False,False,Name
